MegaWin ASCII file

[DEFINITIONS]
Version=1
ChannelCount=16
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.000000
PhaseName=Raw Free 22/07/2013 17:56:19


[COMMENT]
10_C_(Alter_d_i)


[SOURCE NAMES]
RA
OE
OI
ES
RF
BF
TA
GL
RA
OE
OI
ES
RF
BF
TA
GL


[SIDE INFO]
R
R
R
R
R
R
R
R
L
L
L
L
L
L
L
L


[UNITS]
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV




[DATA]
3,00	-23,00	6,00	-77,00	5,00	18,00	-27,00	95,00	5,00	2,00	4,00	109,00	59,00	-6869,00	-71,00	-28,00
2,00	-21,00	0,00	-69,00	0,00	0,00	-30,00	68,00	12,00	0,00	23,00	85,00	24,00	-6857,00	-50,00	-38,00
3,00	-23,00	-1,00	-44,00	0,00	-99,00	-20,00	13,00	8,00	4,00	30,00	26,00	3,00	-6847,00	-20,00	-39,00
14,00	-23,00	-3,00	-20,00	3,00	-169,00	-21,00	60,00	0,00	11,00	0,00	62,00	-13,00	-6834,00	25,00	-45,00
8,00	-6,00	4,00	25,00	1,00	-198,00	-29,00	66,00	3,00	2,00	-45,00	72,00	-20,00	-6821,00	-24,00	-53,00
2,00	-2,00	9,00	50,00	4,00	-147,00	-18,00	97,00	2,00	3,00	-66,00	57,00	-58,00	-6809,00	-66,00	-54,00
14,00	-1,00	14,00	72,00	2,00	-73,00	-22,00	22,00	6,00	2,00	-62,00	46,00	-71,00	-6797,00	-42,00	-58,00
10,00	-4,00	-3,00	33,00	0,00	38,00	-14,00	-39,00	7,00	4,00	-26,00	13,00	-58,00	-6786,00	-15,00	-52,00
0,00	-3,00	-8,00	11,00	3,00	135,00	8,00	-13,00	2,00	-8,00	13,00	54,00	-14,00	-6773,00	27,00	-37,00
-1,00	-9,00	-16,00	8,00	2,00	170,00	10,00	-16,00	0,00	-3,00	51,00	54,00	32,00	-6761,00	31,00	-17,00
-13,00	-12,00	0,00	-31,00	0,00	171,00	-3,00	-27,00	14,00	-19,00	65,00	101,00	52,00	-6748,00	51,00	-9,00
-10,00	-9,00	27,00	-49,00	2,00	194,00	-13,00	-7,00	6,00	-23,00	66,00	113,00	62,00	-6737,00	60,00	7,00
-4,00	-8,00	25,00	-51,00	0,00	265,00	-24,00	-16,00	7,00	-15,00	90,00	66,00	33,00	-6726,00	57,00	3,00
-10,00	-10,00	17,00	-61,00	1,00	323,00	-12,00	-34,00	4,00	7,00	113,00	29,00	11,00	-6713,00	19,00	-22,00
-27,00	-12,00	12,00	-50,00	0,00	266,00	-20,00	-40,00	0,00	17,00	123,00	-46,00	-7,00	-6703,00	1,00	-46,00
-25,00	-9,00	-6,00	-34,00	0,00	103,00	-41,00	-38,00	-1,00	26,00	129,00	-72,00	-34,00	-6686,00	29,00	-46,00
-3,00	-11,00	-8,00	-28,00	2,00	-109,00	-26,00	-69,00	6,00	12,00	99,00	-94,00	-58,00	-6671,00	67,00	-41,00
44,00	-19,00	2,00	-80,00	3,00	-324,00	-3,00	-73,00	15,00	19,00	58,00	-133,00	-83,00	-6661,00	121,00	-21,00
51,00	-18,00	-8,00	-14,00	2,00	-429,00	-1,00	-51,00	14,00	40,00	-11,00	-123,00	-85,00	-6651,00	124,00	-20,00
22,00	-13,00	-28,00	59,00	4,00	-292,00	-17,00	-44,00	14,00	37,00	-85,00	-6,00	-43,00	-6639,00	89,00	-4,00
7,00	-13,00	-27,00	16,00	3,00	-158,00	0,00	-35,00	25,00	41,00	-93,00	-10,00	15,00	-6627,00	50,00	0,00
0,00	-8,00	-34,00	-55,00	4,00	-46,00	12,00	6,00	18,00	19,00	-75,00	-149,00	52,00	-6614,00	39,00	-1,00
11,00	-2,00	-36,00	-52,00	3,00	-1,00	16,00	25,00	7,00	7,00	-51,00	-186,00	71,00	-6599,00	16,00	4,00
11,00	0,00	-25,00	-54,00	1,00	0,00	37,00	41,00	2,00	27,00	-40,00	-122,00	62,00	-6589,00	-205,00	19,00
2,00	-2,00	-13,00	-147,00	0,00	39,00	32,00	24,00	14,00	20,00	-46,00	-13,00	45,00	-6575,00	-307,00	32,00
7,00	0,00	-2,00	-173,00	0,00	37,00	38,00	23,00	13,00	0,00	-55,00	24,00	26,00	-6563,00	-129,00	44,00
13,00	2,00	10,00	-216,00	3,00	46,00	20,00	72,00	18,00	-12,00	-56,00	-16,00	12,00	-6551,00	9,00	61,00
-1,00	0,00	17,00	-185,00	2,00	41,00	7,00	58,00	29,00	0,00	-45,00	-31,00	4,00	-6538,00	-77,00	68,00
-19,00	0,00	22,00	-68,00	0,00	17,00	4,00	40,00	29,00	15,00	-18,00	-28,00	12,00	-6526,00	-148,00	73,00
-16,00	0,00	22,00	-33,00	3,00	-64,00	-2,00	48,00	18,00	34,00	3,00	-61,00	27,00	-6516,00	-260,00	65,00
-17,00	10,00	13,00	26,00	3,00	-168,00	16,00	11,00	16,00	14,00	28,00	-38,00	32,00	-6499,00	-120,00	56,00
-20,00	-3,00	6,00	19,00	0,00	-160,00	41,00	-55,00	18,00	27,00	23,00	41,00	31,00	-6487,00	106,00	62,00
-7,00	-14,00	13,00	15,00	-3,00	-71,00	62,00	-49,00	9,00	26,00	6,00	86,00	30,00	-6475,00	113,00	72,00
0,00	-10,00	22,00	-6,00	4,00	43,00	22,00	-12,00	2,00	12,00	6,00	124,00	24,00	-6462,00	25,00	75,00
6,00	-16,00	59,00	-23,00	2,00	101,00	-31,00	6,00	-18,00	5,00	2,00	210,00	13,00	-6451,00	18,00	73,00
10,00	-8,00	115,00	-28,00	0,00	-2,00	-34,00	-13,00	-16,00	7,00	-2,00	135,00	3,00	-6438,00	-3,00	59,00
6,00	3,00	144,00	-54,00	-1,00	29,00	-34,00	-14,00	4,00	-18,00	-14,00	80,00	10,00	-6423,00	-38,00	53,00
-1,00	-4,00	126,00	-22,00	2,00	112,00	-50,00	-21,00	24,00	-10,00	-13,00	40,00	14,00	-6412,00	-54,00	52,00
-7,00	-3,00	73,00	0,00	0,00	58,00	-42,00	-53,00	39,00	29,00	-22,00	-47,00	-1,00	-6400,00	-55,00	51,00
-6,00	15,00	-53,00	54,00	2,00	29,00	-17,00	-23,00	26,00	13,00	-18,00	-69,00	3,00	-6388,00	-39,00	31,00
3,00	1,00	-138,00	150,00	0,00	-5,00	-32,00	6,00	23,00	21,00	-8,00	-19,00	14,00	-6375,00	-34,00	13,00
-1,00	-3,00	-110,00	170,00	3,00	-3,00	-50,00	16,00	30,00	25,00	6,00	-35,00	30,00	-6365,00	-30,00	4,00
5,00	7,00	-89,00	71,00	3,00	-11,00	-56,00	-16,00	33,00	12,00	14,00	-95,00	58,00	-6350,00	-15,00	6,00
2,00	-11,00	-42,00	-56,00	2,00	16,00	29,00	-34,00	22,00	-9,00	23,00	-101,00	73,00	-6336,00	-2,00	-4,00
-1,00	-2,00	-19,00	-241,00	4,00	41,00	89,00	-64,00	23,00	9,00	17,00	-156,00	60,00	-6324,00	-5,00	-9,00
0,00	-13,00	20,00	-195,00	-3,00	57,00	54,00	-97,00	29,00	5,00	22,00	-203,00	67,00	-6313,00	-8,00	-19,00
6,00	-18,00	93,00	-126,00	4,00	46,00	36,00	-57,00	18,00	4,00	7,00	-126,00	71,00	-6297,00	-10,00	-39,00
6,00	-23,00	161,00	-126,00	2,00	-23,00	38,00	27,00	34,00	7,00	7,00	-93,00	58,00	-6284,00	-7,00	-55,00
12,00	-27,00	155,00	-117,00	0,00	-202,00	7,00	111,00	50,00	23,00	24,00	-103,00	66,00	-6270,00	-1,00	-63,00
10,00	-22,00	151,00	-70,00	0,00	-355,00	0,00	128,00	33,00	-8,00	27,00	-152,00	51,00	-6260,00	10,00	-68,00
12,00	-15,00	67,00	-35,00	3,00	-283,00	0,00	56,00	50,00	-8,00	24,00	-121,00	7,00	-6249,00	7,00	-61,00
13,00	-17,00	-28,00	-29,00	4,00	-117,00	0,00	-15,00	58,00	-37,00	4,00	-103,00	-52,00	-6233,00	-36,00	-61,00
12,00	-22,00	-94,00	-11,00	2,00	-51,00	2,00	-117,00	54,00	-43,00	-31,00	-119,00	-96,00	-6221,00	-68,00	-86,00
14,00	-24,00	-66,00	-35,00	-1,00	21,00	-7,00	-150,00	42,00	-27,00	-34,00	-130,00	-93,00	-6207,00	-36,00	-77,00
10,00	-18,00	-75,00	-76,00	3,00	172,00	-5,00	-69,00	19,00	20,00	-2,00	-118,00	-54,00	-6195,00	-13,00	-35,00
1,00	-18,00	-42,00	-47,00	3,00	198,00	-4,00	-2,00	12,00	9,00	20,00	-120,00	0,00	-6184,00	40,00	10,00
4,00	-13,00	-44,00	-33,00	0,00	174,00	-9,00	17,00	12,00	-5,00	18,00	-105,00	60,00	-6169,00	0,00	37,00
3,00	0,00	-85,00	-29,00	3,00	130,00	-8,00	-12,00	22,00	6,00	9,00	-85,00	105,00	-6156,00	14,00	55,00
13,00	-5,00	-125,00	-39,00	2,00	68,00	-16,00	-91,00	26,00	13,00	3,00	-38,00	122,00	-6144,00	37,00	50,00
9,00	-1,00	-87,00	-34,00	5,00	88,00	-25,00	20,00	41,00	3,00	-8,00	6,00	119,00	-6132,00	33,00	21,00
7,00	9,00	-55,00	-78,00	2,00	75,00	-41,00	97,00	46,00	-18,00	3,00	-38,00	60,00	-6116,00	2,00	45,00
17,00	3,00	-10,00	-85,00	1,00	0,00	-55,00	160,00	39,00	-49,00	7,00	-97,00	1,00	-6107,00	14,00	55,00
9,00	0,00	19,00	-44,00	2,00	-97,00	-96,00	168,00	34,00	-38,00	17,00	-97,00	-59,00	-6105,00	54,00	10,00
0,00	4,00	33,00	-20,00	2,00	-154,00	-94,00	104,00	44,00	-18,00	32,00	-53,00	-117,00	-6094,00	49,00	-20,00
14,00	15,00	3,00	-28,00	4,00	-67,00	-41,00	48,00	25,00	14,00	43,00	-44,00	-144,00	-6081,00	12,00	-25,00
18,00	26,00	-12,00	-133,00	3,00	-105,00	4,00	18,00	-1,00	9,00	39,00	-32,00	-130,00	-6069,00	7,00	-42,00
22,00	32,00	22,00	-220,00	1,00	-216,00	8,00	35,00	-9,00	13,00	3,00	13,00	-122,00	-6056,00	45,00	-39,00
22,00	25,00	39,00	-206,00	3,00	-147,00	23,00	24,00	-9,00	32,00	8,00	7,00	-105,00	-6042,00	75,00	-32,00
22,00	14,00	26,00	-114,00	0,00	-18,00	21,00	-27,00	-8,00	14,00	25,00	6,00	-77,00	-6029,00	27,00	-24,00
13,00	19,00	16,00	-69,00	2,00	21,00	-8,00	-84,00	-4,00	-24,00	36,00	44,00	-6,00	-6016,00	-139,00	-6,00
18,00	9,00	-15,00	-40,00	2,00	80,00	-40,00	-69,00	13,00	-13,00	53,00	123,00	74,00	-6006,00	-165,00	-8,00
30,00	-21,00	-50,00	10,00	-2,00	72,00	-26,00	-55,00	23,00	3,00	35,00	131,00	107,00	-5994,00	-77,00	0,00
20,00	-34,00	-41,00	7,00	0,00	37,00	0,00	-25,00	21,00	-5,00	20,00	99,00	71,00	-5978,00	-54,00	16,00
16,00	-49,00	-25,00	12,00	2,00	23,00	29,00	-12,00	14,00	-2,00	10,00	44,00	44,00	-5965,00	-31,00	13,00
3,00	-58,00	-21,00	-3,00	0,00	45,00	36,00	-29,00	15,00	11,00	-22,00	-2,00	3,00	-5954,00	-2,00	18,00
12,00	-41,00	-12,00	-46,00	2,00	41,00	20,00	-55,00	6,00	-30,00	-64,00	6,00	21,00	-5942,00	4,00	13,00
12,00	-4,00	-1,00	-37,00	5,00	26,00	25,00	-96,00	17,00	-68,00	-70,00	22,00	60,00	-5930,00	10,00	-18,00
15,00	26,00	-10,00	-68,00	2,00	-2,00	36,00	-142,00	11,00	-28,00	-70,00	31,00	65,00	-5914,00	18,00	-56,00
9,00	29,00	-35,00	-82,00	2,00	-22,00	42,00	-153,00	10,00	-7,00	-69,00	7,00	32,00	-5902,00	15,00	-109,00
7,00	34,00	-10,00	-52,00	3,00	-69,00	27,00	-112,00	17,00	7,00	-55,00	33,00	-2,00	-5890,00	17,00	-102,00
10,00	38,00	59,00	9,00	2,00	-151,00	25,00	0,00	19,00	-6,00	-59,00	57,00	7,00	-5876,00	32,00	-31,00
6,00	27,00	62,00	65,00	0,00	-119,00	22,00	64,00	18,00	-6,00	-49,00	50,00	87,00	-5863,00	61,00	-43,00
10,00	19,00	33,00	93,00	-2,00	5,00	23,00	51,00	-1,00	-14,00	-44,00	46,00	169,00	-5851,00	76,00	47,00
9,00	-3,00	43,00	47,00	4,00	1,00	-6,00	-28,00	4,00	-24,00	-24,00	62,00	219,00	-5840,00	45,00	159,00
13,00	-21,00	18,00	23,00	1,00	-39,00	0,00	16,00	12,00	-47,00	-6,00	41,00	224,00	-5827,00	-12,00	202,00
7,00	-18,00	-21,00	41,00	0,00	-77,00	-23,00	80,00	19,00	-37,00	-9,00	26,00	141,00	-5814,00	-35,00	189,00
11,00	-7,00	4,00	50,00	3,00	-48,00	-63,00	101,00	22,00	-22,00	-23,00	52,00	11,00	-5798,00	-36,00	120,00
6,00	0,00	14,00	41,00	0,00	-34,00	-68,00	94,00	30,00	0,00	-27,00	67,00	-51,00	-5788,00	-6,00	133,00
7,00	-19,00	11,00	-35,00	3,00	-39,00	-62,00	-12,00	38,00	0,00	-18,00	87,00	-145,00	-5775,00	110,00	185,00
6,00	-45,00	21,00	-134,00	2,00	41,00	-107,00	-79,00	43,00	0,00	-14,00	86,00	-150,00	-5763,00	179,00	203,00
14,00	-65,00	-3,00	-91,00	3,00	132,00	-75,00	26,00	50,00	-8,00	-11,00	70,00	-92,00	-5752,00	176,00	221,00
11,00	-83,00	0,00	-43,00	4,00	137,00	-14,00	99,00	53,00	-39,00	16,00	58,00	-24,00	-5736,00	182,00	206,00
14,00	-78,00	-5,00	-56,00	2,00	54,00	6,00	59,00	58,00	-32,00	44,00	48,00	83,00	-5724,00	85,00	162,00
11,00	-72,00	-14,00	-102,00	0,00	-35,00	4,00	40,00	59,00	-27,00	43,00	44,00	224,00	-5711,00	-62,00	107,00
4,00	-62,00	-19,00	-113,00	1,00	-75,00	4,00	26,00	67,00	-35,00	29,00	34,00	278,00	-5699,00	-178,00	112,00
1,00	-56,00	-16,00	-79,00	3,00	-61,00	-30,00	-9,00	62,00	-24,00	22,00	34,00	106,00	-5687,00	-258,00	132,00
2,00	-35,00	-43,00	-35,00	3,00	-38,00	-13,00	-38,00	57,00	-23,00	24,00	35,00	-23,00	-5675,00	-101,00	88,00
3,00	-3,00	-85,00	-45,00	3,00	-24,00	24,00	-63,00	60,00	-33,00	54,00	31,00	24,00	-5662,00	-48,00	40,00
17,00	14,00	-95,00	-60,00	1,00	-19,00	45,00	-85,00	61,00	-64,00	32,00	29,00	29,00	-5647,00	-188,00	11,00
9,00	12,00	-81,00	-64,00	-1,00	-12,00	-3,00	-75,00	55,00	-67,00	-8,00	-6,00	-90,00	-5640,00	-152,00	10,00
2,00	2,00	-50,00	-90,00	2,00	-18,00	24,00	-61,00	43,00	-35,00	-17,00	-66,00	-16,00	-5623,00	-126,00	51,00
6,00	-8,00	-21,00	-82,00	2,00	-20,00	10,00	-87,00	39,00	-24,00	-9,00	-94,00	-11,00	-5612,00	-160,00	91,00
4,00	-16,00	-2,00	-35,00	-2,00	-21,00	-8,00	-101,00	43,00	-25,00	-14,00	-30,00	-54,00	-5599,00	-108,00	48,00
10,00	-14,00	-4,00	-68,00	2,00	-27,00	-32,00	-180,00	50,00	-38,00	-21,00	18,00	-108,00	-5588,00	-44,00	5,00
25,00	7,00	-8,00	-58,00	-1,00	-24,00	0,00	-177,00	40,00	-43,00	-20,00	15,00	-304,00	-5576,00	142,00	-24,00
23,00	41,00	-2,00	-51,00	3,00	-23,00	-9,00	-117,00	42,00	-44,00	-23,00	12,00	-562,00	-5564,00	308,00	-61,00
24,00	57,00	7,00	-81,00	2,00	-18,00	-21,00	5,00	66,00	-38,00	-4,00	12,00	-676,00	-5551,00	164,00	-56,00
15,00	51,00	17,00	-138,00	2,00	-17,00	-5,00	98,00	67,00	-44,00	12,00	-27,00	-512,00	-5540,00	-31,00	-82,00
11,00	26,00	33,00	-96,00	3,00	-20,00	-24,00	48,00	54,00	-59,00	16,00	-61,00	-96,00	-5528,00	-57,00	-97,00
4,00	3,00	19,00	-58,00	3,00	-19,00	-29,00	59,00	50,00	-62,00	29,00	-59,00	273,00	-5512,00	-54,00	-119,00
3,00	11,00	3,00	-57,00	3,00	-13,00	-10,00	60,00	42,00	-67,00	45,00	-33,00	415,00	-5498,00	-36,00	-168,00
4,00	26,00	-5,00	-49,00	0,00	-4,00	-15,00	73,00	16,00	-61,00	49,00	-16,00	334,00	-5488,00	-22,00	-172,00
5,00	43,00	-8,00	-38,00	0,00	2,00	-28,00	94,00	-3,00	-42,00	39,00	-21,00	43,00	-5478,00	29,00	-128,00
4,00	41,00	6,00	-15,00	2,00	10,00	-30,00	202,00	-5,00	-24,00	18,00	-37,00	-142,00	-5464,00	77,00	-54,00
2,00	19,00	29,00	37,00	4,00	25,00	-20,00	261,00	10,00	-14,00	8,00	-87,00	-142,00	-5453,00	84,00	45,00
0,00	-16,00	24,00	28,00	2,00	25,00	-1,00	244,00	14,00	-23,00	6,00	-151,00	-85,00	-5440,00	-28,00	62,00
-10,00	-60,00	10,00	-9,00	1,00	24,00	-35,00	213,00	13,00	-13,00	-2,00	-167,00	73,00	-5428,00	-154,00	25,00
-9,00	-50,00	-22,00	-27,00	3,00	18,00	0,00	45,00	24,00	-20,00	-48,00	-175,00	172,00	-5418,00	-217,00	-16,00
-8,00	-6,00	-28,00	-57,00	3,00	3,00	52,00	-20,00	26,00	-13,00	-70,00	-156,00	198,00	-5405,00	-305,00	-32,00
-3,00	13,00	-10,00	-55,00	-1,00	-3,00	33,00	-57,00	26,00	-6,00	-64,00	-97,00	226,00	-5392,00	-187,00	-39,00
2,00	2,00	2,00	-28,00	0,00	-10,00	-37,00	-10,00	38,00	0,00	-42,00	-90,00	333,00	-5380,00	10,00	-31,00
8,00	-6,00	0,00	-6,00	1,00	-20,00	-92,00	-17,00	50,00	1,00	-43,00	-155,00	392,00	-5369,00	80,00	-22,00
17,00	1,00	9,00	-1,00	2,00	-33,00	-23,00	-32,00	58,00	0,00	-36,00	-214,00	317,00	-5358,00	98,00	-33,00
19,00	4,00	2,00	-18,00	2,00	-37,00	65,00	14,00	78,00	7,00	-14,00	-169,00	220,00	-5345,00	59,00	-41,00
15,00	-1,00	13,00	-32,00	5,00	-46,00	56,00	-14,00	82,00	-7,00	-9,00	-175,00	144,00	-5335,00	32,00	-30,00
7,00	-18,00	13,00	2,00	0,00	-52,00	0,00	-42,00	54,00	16,00	-16,00	-165,00	67,00	-5322,00	37,00	0,00
7,00	-24,00	5,00	-27,00	3,00	-69,00	-29,00	-30,00	33,00	19,00	10,00	0,00	-52,00	-5310,00	31,00	12,00
9,00	-20,00	-3,00	-43,00	2,00	-88,00	-34,00	-68,00	18,00	9,00	22,00	107,00	-156,00	-5299,00	47,00	19,00
4,00	-16,00	-43,00	-70,00	2,00	-107,00	-29,00	-108,00	17,00	8,00	39,00	-45,00	-132,00	-5285,00	80,00	30,00
4,00	-10,00	-56,00	-65,00	2,00	-125,00	-33,00	-141,00	19,00	11,00	67,00	-210,00	-90,00	-5273,00	88,00	9,00
-4,00	-9,00	-33,00	-34,00	2,00	-119,00	-41,00	-197,00	37,00	-10,00	68,00	-217,00	-131,00	-5262,00	113,00	-26,00
0,00	-12,00	-18,00	-34,00	-1,00	-99,00	-36,00	-214,00	43,00	-62,00	34,00	-195,00	-97,00	-5250,00	93,00	-61,00
9,00	-1,00	-8,00	-50,00	4,00	-63,00	-21,00	-169,00	45,00	-31,00	-6,00	-98,00	-131,00	-5239,00	51,00	-86,00
3,00	9,00	1,00	-43,00	2,00	-29,00	-10,00	-11,00	26,00	16,00	-13,00	-187,00	-272,00	-5226,00	32,00	-77,00
-6,00	7,00	7,00	-46,00	0,00	18,00	-14,00	185,00	5,00	55,00	8,00	-260,00	-403,00	-5215,00	-88,00	-96,00
-17,00	-2,00	6,00	-65,00	5,00	73,00	-16,00	145,00	5,00	27,00	9,00	-218,00	-358,00	-5207,00	-151,00	-94,00
-11,00	-7,00	25,00	-71,00	3,00	119,00	2,00	83,00	27,00	17,00	-11,00	-197,00	-232,00	-5193,00	-215,00	-58,00
-3,00	-13,00	26,00	-67,00	4,00	156,00	1,00	85,00	43,00	11,00	5,00	-149,00	-52,00	-5181,00	-106,00	18,00
13,00	-1,00	24,00	-59,00	0,00	201,00	-11,00	106,00	46,00	-16,00	20,00	-77,00	51,00	-5169,00	6,00	85,00
7,00	-2,00	25,00	-72,00	2,00	237,00	-35,00	123,00	46,00	-12,00	20,00	-36,00	92,00	-5159,00	8,00	140,00
12,00	-15,00	23,00	-81,00	3,00	169,00	-54,00	111,00	37,00	10,00	26,00	-6,00	71,00	-5146,00	65,00	147,00
16,00	-23,00	22,00	-81,00	3,00	60,00	-23,00	24,00	44,00	21,00	38,00	26,00	48,00	-5134,00	79,00	58,00
20,00	-10,00	22,00	-64,00	2,00	-2,00	2,00	6,00	47,00	38,00	44,00	-56,00	68,00	-5126,00	67,00	34,00
11,00	6,00	12,00	-69,00	2,00	-30,00	-16,00	9,00	43,00	44,00	26,00	-135,00	105,00	-5115,00	10,00	9,00
11,00	16,00	7,00	-98,00	2,00	-51,00	-59,00	-3,00	58,00	30,00	10,00	-43,00	110,00	-5102,00	-39,00	-28,00
14,00	14,00	10,00	-129,00	0,00	-59,00	-23,00	-2,00	54,00	-4,00	25,00	90,00	114,00	-5091,00	-70,00	-31,00
14,00	14,00	2,00	-132,00	0,00	-73,00	10,00	-25,00	19,00	-20,00	39,00	155,00	101,00	-5083,00	-117,00	12,00
6,00	8,00	-8,00	-142,00	-1,00	-81,00	-8,00	-32,00	-5,00	-10,00	18,00	133,00	82,00	-5070,00	-43,00	26,00
13,00	-10,00	-8,00	-147,00	0,00	-62,00	-3,00	-27,00	17,00	0,00	1,00	79,00	64,00	-5059,00	6,00	39,00
18,00	-25,00	-1,00	-140,00	3,00	-23,00	-11,00	-28,00	43,00	22,00	-8,00	13,00	46,00	-5047,00	19,00	135,00
25,00	-9,00	-22,00	-127,00	3,00	12,00	-27,00	-38,00	41,00	55,00	-16,00	0,00	50,00	-5034,00	81,00	69,00
24,00	11,00	-23,00	-99,00	0,00	33,00	-14,00	-47,00	50,00	26,00	-21,00	-9,00	52,00	-5026,00	117,00	25,00
17,00	27,00	-23,00	-106,00	4,00	23,00	9,00	-43,00	54,00	6,00	-10,00	-35,00	49,00	-5014,00	98,00	0,00
23,00	51,00	-17,00	-83,00	-2,00	-25,00	0,00	-49,00	34,00	-13,00	0,00	-64,00	45,00	-5003,00	156,00	28,00
18,00	75,00	-5,00	-60,00	0,00	-83,00	-4,00	-41,00	22,00	-10,00	-14,00	-97,00	16,00	-4995,00	89,00	75,00
18,00	74,00	-5,00	-34,00	3,00	-85,00	-23,00	-57,00	24,00	7,00	-34,00	-82,00	-38,00	-4984,00	-30,00	44,00
1,00	55,00	2,00	17,00	4,00	-35,00	-36,00	-80,00	4,00	42,00	-39,00	-57,00	-91,00	-4970,00	-38,00	22,00
-8,00	43,00	3,00	44,00	2,00	16,00	-30,00	-79,00	-2,00	46,00	-32,00	-51,00	-100,00	-4959,00	77,00	34,00
-11,00	22,00	0,00	45,00	-2,00	38,00	-21,00	-81,00	11,00	51,00	-28,00	-21,00	-71,00	-4951,00	29,00	20,00
-2,00	6,00	-1,00	18,00	1,00	-7,00	-14,00	-65,00	19,00	29,00	-26,00	-32,00	-42,00	-4939,00	4,00	-6,00
6,00	-15,00	10,00	-38,00	2,00	-20,00	-17,00	-49,00	6,00	0,00	-5,00	-50,00	-23,00	-4931,00	-2,00	-24,00
5,00	-17,00	21,00	-55,00	1,00	2,00	-24,00	40,00	13,00	-23,00	9,00	-71,00	13,00	-4919,00	45,00	25,00
3,00	-23,00	40,00	-32,00	2,00	42,00	-10,00	32,00	20,00	-7,00	4,00	-83,00	46,00	-4907,00	24,00	-3,00
7,00	-22,00	57,00	-25,00	1,00	62,00	-28,00	17,00	24,00	13,00	-15,00	-85,00	87,00	-4901,00	-79,00	-43,00
6,00	-8,00	46,00	-44,00	-2,00	81,00	-42,00	7,00	25,00	12,00	-30,00	-72,00	84,00	-4888,00	-91,00	-46,00
6,00	-7,00	40,00	-33,00	-1,00	152,00	-26,00	12,00	10,00	0,00	-24,00	-87,00	80,00	-4879,00	-101,00	52,00
16,00	-6,00	13,00	0,00	2,00	214,00	-24,00	16,00	6,00	5,00	-22,00	-67,00	76,00	-4868,00	-222,00	181,00
9,00	-5,00	-7,00	19,00	3,00	212,00	-35,00	-10,00	-6,00	17,00	-28,00	-56,00	49,00	-4857,00	-204,00	178,00
10,00	1,00	-8,00	19,00	2,00	192,00	-50,00	-4,00	-9,00	19,00	-30,00	-80,00	31,00	-4850,00	-92,00	119,00
10,00	21,00	-16,00	11,00	3,00	151,00	-33,00	-15,00	-6,00	19,00	-29,00	-136,00	10,00	-4839,00	-57,00	94,00
13,00	27,00	-27,00	3,00	1,00	112,00	-10,00	-16,00	7,00	43,00	-19,00	-179,00	7,00	-4830,00	-3,00	132,00
-1,00	34,00	-36,00	27,00	1,00	23,00	-1,00	-18,00	23,00	54,00	-14,00	-129,00	27,00	-4819,00	81,00	100,00
-14,00	41,00	-41,00	30,00	-2,00	-82,00	17,00	-35,00	27,00	23,00	-2,00	-68,00	86,00	-4810,00	123,00	73,00
-10,00	26,00	-54,00	33,00	2,00	-138,00	11,00	-42,00	15,00	-30,00	0,00	-22,00	104,00	-4800,00	123,00	26,00
-13,00	29,00	-51,00	60,00	2,00	-142,00	25,00	-27,00	9,00	-44,00	10,00	-56,00	86,00	-4790,00	69,00	-20,00
-1,00	26,00	-53,00	96,00	2,00	-155,00	14,00	-31,00	10,00	2,00	34,00	-120,00	45,00	-4781,00	-114,00	-57,00
4,00	13,00	-28,00	100,00	0,00	-169,00	-20,00	-42,00	4,00	31,00	23,00	-87,00	23,00	-4769,00	-210,00	-51,00
-8,00	11,00	-14,00	68,00	4,00	-167,00	-39,00	-32,00	9,00	20,00	16,00	46,00	-6,00	-4761,00	-73,00	-31,00
0,00	13,00	-13,00	68,00	1,00	-159,00	-87,00	-23,00	12,00	13,00	5,00	53,00	-38,00	-4752,00	-58,00	-7,00
5,00	-9,00	-6,00	95,00	0,00	-134,00	-128,00	-35,00	5,00	0,00	5,00	16,00	-69,00	-4742,00	-24,00	4,00
4,00	-10,00	-9,00	107,00	0,00	-118,00	-146,00	-33,00	3,00	8,00	2,00	12,00	-82,00	-4730,00	6,00	0,00
-9,00	-6,00	-1,00	145,00	4,00	-105,00	-168,00	-30,00	-10,00	17,00	-3,00	39,00	-103,00	-4722,00	25,00	-15,00
0,00	4,00	11,00	164,00	5,00	-60,00	-190,00	-11,00	-17,00	-7,00	-4,00	127,00	-35,00	-4712,00	71,00	-48,00
1,00	5,00	14,00	144,00	2,00	-29,00	-180,00	-6,00	-25,00	-21,00	-2,00	133,00	-22,00	-4702,00	96,00	-96,00
3,00	16,00	0,00	121,00	4,00	33,00	-111,00	-29,00	-34,00	-17,00	0,00	98,00	-31,00	-4693,00	145,00	-118,00
3,00	6,00	-29,00	119,00	3,00	119,00	-120,00	-39,00	-34,00	7,00	-8,00	70,00	37,00	-4685,00	171,00	-117,00
2,00	-14,00	-50,00	96,00	4,00	153,00	-144,00	-34,00	-6,00	-1,00	13,00	71,00	106,00	-4676,00	120,00	-112,00
0,00	-24,00	-65,00	111,00	3,00	153,00	-88,00	-29,00	5,00	9,00	20,00	87,00	86,00	-4666,00	68,00	-131,00
